"","Master.Incident.Number","Response.Date","Response.Type","Location.Name","Responding.Unit","Location.Address"
"14877","030916-0429",2016-03-09 11:31:00,"FIRE","","Q8","3209 Sw 26th Ter
(29.621767, -82.360778)"
"14878","030916-0381",2016-03-09 10:37:00,"HAZ","Turkey Creek Forest Mobile Home Park","Q8","8620 Nw 13th St
(29.734273, -82.38453)"
"14879","030916-0353",2016-03-09 10:15:00,"EMS","","E5","1020 Nw 36th Av
(29.685897, -82.335443)"
"14880","030916-0278",2016-03-09 09:13:00,"EMS","Village Green Apartments","E3","3101 Ne 15th St
(29.682637, -82.3051)"
"14881","030916-0241",2016-03-09 08:37:00,"SVC","","TW1","134 Ne 5th St
(29.65317, -82.321)"
"14882","030916-0228",2016-03-09 08:24:00,"EMS","DIGNITY CAMPGROUND","E3","3035 28TH DR NE
(29.677242, -82.290818)"
"14883","030916-0221",2016-03-09 08:17:00,"EMS","","E2","3214 Sw 26th Ter
(29.621569, -82.36119)"
"14884","030916-0219",2016-03-09 08:16:00,"EMS","","E5","4120 Nw 19th Dr
(29.690834, -82.348949)"
"14885","030916-0196",2016-03-09 07:56:00,"FIRE","","SQ2","3224 Nw 29th Av
(29.67928, -82.370566)"
"14886","030916-0178",2016-03-09 07:38:00,"EMS","","E1","E University Av / Ne Waldo Rd
(29.65194, -82.311338)"
"14887","030916-0152",2016-03-09 07:12:00,"EMS","","E3","809 Se 12th Av
(29.639597, -82.316125)"
"14888","030916-0139",2016-03-09 06:56:00,"EMS","Cypress Glenn Apartments","E5","2130 Nw 31st Av
(29.682272, -82.352165)"
"14889","030916-0129",2016-03-09 06:40:00,"EMS","","SQ1","1029 Nw 7th Av
(29.657434, -82.335981)"
"14890","030916-0127",2016-03-09 06:38:00,"EMS","","Q8","3423 Nw 47th Pl
(29.698316, -82.373007)"
"14891","030916-0065",2016-03-09 02:36:00,"ALM","Campus Edge Apartments","TW2","2360 Sw Archer Rd
(29.636286, -82.35813)"
"14892","030916-0033",2016-03-09 01:18:00,"EMS","Meadowcrest Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"14893","030816-1051",2016-03-08 23:02:00,"EMS","","SQ1","1022 Nw 4th Av
(29.654578, -82.33577)"
"14894","030816-1000",2016-03-08 21:52:00,"EMS","Lamplighter MHP","E3","2408 Ne 57th Blvd
(29.674823, -82.258552)"
"14895","030816-0989",2016-03-08 21:32:00,"EMS","","SQ1","2930 Ne 18th Dr
(29.680412, -82.301424)"
"14896","030816-0978",2016-03-08 21:19:00,"EMS","Village Green Apartments","E5","3101 Ne 15th St
(29.682637, -82.3051)"
"14897","030816-0966",2016-03-08 21:08:00,"EMS","","E4","2016 Nw 35th St
(29.671452, -82.374569)"
"14898","030816-0947",2016-03-08 20:40:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"14899","030816-0895",2016-03-08 19:36:00,"EMS","","TW2","1600 ARCHER RD SW
(29.640034, -82.343508)"
"14900","030816-0897",2016-03-08 19:36:00,"EMS","","E4","Nw 43rd St / Nw 23rd Av
(29.674089, -82.388977)"
"14901","030816-0885",2016-03-08 19:28:00,"EMS","Outback Steakhouse old","E2","3536 Sw Archer Rd
(29.626687, -82.376137)"
"14902","030816-0882",2016-03-08 19:27:00,"EMS","Buffalo Wild Wings","SQ2","6419 W Newberry Rd
(29.654527, -82.411015)"
"14903","030816-0862",2016-03-08 19:09:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"14904","030816-0830",2016-03-08 18:28:00,"EMS","Care Spot Express - HCF","E7","3925 Nw 43rd St
(29.689106, -82.388475)"
"14905","030816-0785",2016-03-08 17:41:00,"EMS","Bo Diddley Plaza","SQ1","111 E University Av
(29.651725, -82.323536)"
"14906","030816-0772",2016-03-08 17:31:00,"EMS","","E3","661 Ne 15th St
(29.658378, -82.30564)"
"14907","030816-0759",2016-03-08 17:15:00,"EMS","","E2","2901 Sw 39th Av
(29.614422, -82.366229)"
"14908","030816-0751",2016-03-08 17:07:00,"EMS","UF Health Physicians","TW2","1699 Sw 16th Av
(29.635173, -82.345184)"
"14909","030816-0740",2016-03-08 16:51:00,"EMS","Pickwick Park Apartments","E2","4411 Sw 34th St
(29.612899, -82.371486)"
"14910","030816-0716",2016-03-08 16:35:00,"EMS","","E3","Se 15th St / Se Hawthorne Rd
(29.651216, -82.305839)"
"14911","030816-0666",2016-03-08 15:53:00,"EMS","","SQ1","1604 Se 15th Av
(29.637556, -82.304358)"
"14912","030816-0652",2016-03-08 15:43:00,"EMS","Brookdale (frmr Emeritus)","SQ2","1001 Sw 62nd Blvd
(29.642145, -82.397365)"
"14913","030816-0650",2016-03-08 15:41:00,"EMS","Bivens Cove Apartments","TW2","3301 Sw 13th St
(29.622137, -82.337474)"
"14914","030816-0649",2016-03-08 15:40:00,"EMS","Parkland Rehab -HCF","E1","1000 Sw 16th Av
(29.637132, -82.33607)"
"14915","030816-0648",2016-03-08 15:38:00,"EMS","","E4","1036 Nw 41st Dr
(29.662277, -82.388225)"
"14916","030816-0630",2016-03-08 15:21:00,"EMS","Tacachale -HCF","SQ1","1621 Ne Waldo Rd
(29.672632, -82.29589)"
"14917","030816-0615",2016-03-08 15:11:00,"EMS","DOJ Dept of the Jail","E3","3333 Ne 39th Av
(29.679163, -82.27795)"
"14918","030816-0602",2016-03-08 15:01:00,"EMS","Dollar General (34th)","TW2","4133 Sw 34th St
(29.615115, -82.371824)"
"14919","030816-0596",2016-03-08 14:56:00,"EMS","Shands Medical Plaza -HCF","E2","2000 Sw Archer Rd
(29.636934, -82.350372)"
"14920","030816-0591",2016-03-08 14:51:00,"EMS","Sports Medicine Institute -HCF","E4","3450 Hull Rd
(29.638334, -82.373775)"
"14921","030816-0580",2016-03-08 14:35:00,"EMS","Walmart Super Center (23rd St)","E7","5700 Nw 23rd St
(29.708353, -82.356295)"
"14922","030816-0514",2016-03-08 13:28:00,"EMS","American Cancer Society","TW2","2121 Sw 16th St
(29.632933, -82.342919)"
"14923","030816-0506",2016-03-08 13:20:00,"EMS","Tacachale -HCF","SQ1","1621 Ne Waldo Rd
(29.672632, -82.29589)"
"14924","030816-0504",2016-03-08 13:15:00,"EMS","Eastside Community Practice","E3","410 Ne Waldo Rd
(29.655325, -82.31012)"
"14925","030816-0499",2016-03-08 13:11:00,"EMS","JoAnn Fabric (Butler)","E2","3202 Sw 35th Blvd
(29.624546, -82.379313)"
"14926","030816-0472",2016-03-08 12:45:00,"EMS","Brame Architects","E1","606 Ne 1st St
(29.656998, -82.324215)"
"14927","030816-0470",2016-03-08 12:42:00,"EMS","All Womens Healthcare Center","SQ1","1135 Nw 23rd Av
(29.673436, -82.336661)"
"14928","030816-0454",2016-03-08 12:21:00,"EMS","Sunshine Park Apartments","SQ1","1901 Nw 2nd St
(29.669356, -82.325703)"
"14929","030816-0443",2016-03-08 12:10:00,"FIRE","","SQ2","3537 Nw 50th Av
(29.700387, -82.375611)"
"14930","030816-0417",2016-03-08 11:46:00,"EMS","Meadowcrest Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"14931","030816-0392",2016-03-08 11:19:00,"EMS","Cypress Glenn Apartments","E5","2130 Nw 31st Av
(29.682272, -82.352165)"
"14932","030816-0366",2016-03-08 10:59:00,"EMS","","E7","3959 Nw 62nd Ln
(29.71248, -82.38369)"
"14933","030816-0347",2016-03-08 10:36:00,"EMS","","E2","1604 Ne 18th Pl
(29.668867, -82.30391)"
"14934","030816-0343",2016-03-08 10:30:00,"EMS","Turkey Creek Forest MHP (156)","E3","8620 Nw 13th St
(29.734273, -82.38453)"
"14935","030816-0336",2016-03-08 10:27:00,"EMS","Terwilliger Elementary","SQ2","301 Nw 62nd St
(29.654845, -82.408465)"
"14936","030816-0333",2016-03-08 10:24:00,"EMS","","E7","5011 Nw 34th Blvd
(29.700549, -82.369055)"
"14937","030816-0321",2016-03-08 10:18:00,"EMS","","E2","632 Ne 19th St
(29.657733, -82.300979)"
"14938","030816-0305",2016-03-08 10:04:00,"EMS","Brookdale (frmr Emeritus)","SQ2","1001 Sw 62nd Blvd
(29.642145, -82.397365)"
"14939","030816-0301",2016-03-08 10:01:00,"FIRE","","E4","900 Nw 37th Ter
(29.660636, -82.379382)"
"14940","030816-0265",2016-03-08 09:26:00,"EMS","Reitz Union","TW2","655 Reitz Union Dr
(29.646205, -82.348336)"
"14941","030816-0262",2016-03-08 09:21:00,"EMS","","E5","624 Nw 19th Av
(29.669583, -82.33168)"
"14942","030816-0258",2016-03-08 09:16:00,"EMS","","E3","1414 E University Av
(29.652163, -82.306649)"
"14943","030816-0243",2016-03-08 09:04:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"14944","030816-0230",2016-03-08 08:54:00,"EMS","","E1","1300 W University Av
(29.652056, -82.339323)"
"14945","030816-0222",2016-03-08 08:49:00,"EMS","Meadowcrest Apartment","E5","110 Nw 39th Av
(29.691497, -82.32672)"
"14946","030816-0217",2016-03-08 08:43:00,"EMS","Big Lous","SQ1","5 Se 2nd Av
(29.650098, -82.324719)"
"14947","030816-0215",2016-03-08 08:40:00,"ALM","Chuys Tex Mex","TW2","3410 Sw Archer Rd
(29.627429, -82.373832)"
"14948","030816-0187",2016-03-08 08:04:00,"EMS","","SQ2","1620 Sw 42nd St
(29.637069, -82.387512)"
"14949","030816-0133",2016-03-08 06:56:00,"EMS","","Q8","4329 Nw 26th Dr
(29.694141, -82.360795)"
"14950","030816-0115",2016-03-08 06:27:00,"EMS","","E3","911 Ne 26th Ter
(29.660645, -82.289895)"
"14951","030816-0085",2016-03-08 03:37:00,"EMS","","SQ1","1027 Se 5th Av
(29.646736, -82.313036)"
"14952","030816-0055",2016-03-08 02:00:00,"EMS","Aviara Apartments","SQ1","205 Se 16th Av
(29.629179, -82.325269)"
"14953","030816-0041",2016-03-08 01:36:00,"EMS","","E4","4221 Nw 13th Pl
(29.664727, -82.38872)"
"14954","030816-0039",2016-03-08 01:29:00,"EMS","","E3","1742 Se 15th Av
(29.637535, -82.301343)"
"14955","030816-0036",2016-03-08 01:23:00,"EMS","Park Meadows -HCF","E2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"14956","030816-0025",2016-03-08 00:49:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"14957","030816-0009",2016-03-08 00:16:00,"ALM","","E3","2824 Ne 14th Dr
(29.678009, -82.307267)"
"14958","030716-1037",2016-03-07 22:23:00,"EMS","Meridian Transitions","E2","3807 Sw 34th St
(29.618288, -82.371971)"
"14959","030716-1008",2016-03-07 21:34:00,"EMS","High Rise 313","SQ1","400 Nw 1st Av
(29.65291, -82.328767)"
"14960","030716-0970",2016-03-07 20:31:00,"EMS","Oak Park High Rise","SQ1","100 Ne 8th Av
(29.659622, -82.324003)"
"14961","030716-0945",2016-03-07 20:04:00,"EMS","Dignity Campgrounds","E3","3035 Ne 28th Dr
(29.677242, -82.290818)"
"14962","030716-0930",2016-03-07 19:40:00,"EMS","Spyglass Apts","SQ2","701 Sw 62nd Blvd
(29.646898, -82.399975)"
"14963","030716-0918",2016-03-07 19:26:00,"EMS","Oak Park High Rise","SQ1","100 Ne 8th Av
(29.659622, -82.324003)"
"14964","030716-0916",2016-03-07 19:25:00,"EMS","American Cancer Society","E2","2121 Sw 16th St
(29.632933, -82.342919)"
"14965","030716-0913",2016-03-07 19:23:00,"EMS","Candlelight MHP","E3","1600 Ne 12th Av
(29.663325, -82.304186)"
"14966","030716-0904",2016-03-07 19:15:00,"ALM","","E5","2060 Nw 21st Ln
(29.672038, -82.348973)"
"14967","030716-0855",2016-03-07 18:21:00,"EMS","","E5","Ne 39th Av / Ne 15th St
(29.688349, -82.305789)"
"14968","030716-0833",2016-03-07 18:03:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"14969","030716-0794",2016-03-07 17:33:00,"EMS","","E1","Se 11th St / Se 2nd Av
(29.650092, -82.311484)"
"14970","030716-0741",2016-03-07 16:51:00,"EMS","Forest Green Apartments","E3","3501 Ne 15th St
(29.683956, -82.305108)"
"14971","030716-0725",2016-03-07 16:39:00,"ALM","Hippodrome Theater","TW1","25 Se 2nd Pl
(29.649555, -82.323986)"
"14972","030716-0719",2016-03-07 16:33:00,"EMS","Square 1 Burgers","TW2","3105 Sw 34th St
(29.624971, -82.372062)"
"14973","030716-0706",2016-03-07 16:26:00,"EMS","Knights Inn (NW 13 ST)","E5","2820 Nw 13th St
(29.678028, -82.339815)"
"14974","030716-0678",2016-03-07 15:55:00,"EMS","Town Parc Apartments","TW2","2930 Sw 23rd Ter
(29.623854, -82.359575)"
"14975","030716-0664",2016-03-07 15:39:00,"EMS","Howard Bishop Middle School","SQ1","1901 9TH ST NE
(29.669154, -82.313539)"
"14976","030716-0655",2016-03-07 15:32:00,"EMS","","SQ1","1534 Ne 19th Pl
(29.669597, -82.304481)"
"14977","030716-0651",2016-03-07 15:29:00,"EMS","Forest Green Apartments","E3","3501 Ne 15th St
(29.683956, -82.305108)"
"14978","030716-0621",2016-03-07 15:07:00,"EMS","","E7","5118 Nw 24th Ter
(29.701262, -82.357562)"
"14979","030716-0618",2016-03-07 15:06:00,"EMS","Fresenius Medical Care (NMS2) -HCF","E5","1961 N Main St
(29.670652, -82.321861)"
"14980","030716-0606",2016-03-07 14:47:00,"EMS","Brookdale (frmr Emeritus)","SQ2","1001 Sw 62nd Blvd
(29.642145, -82.397365)"
"14981","030716-0600",2016-03-07 14:43:00,"EMS","","Q8","Nw 13th St / Nw 29th Rd
(29.679143, -82.339092)"
"14982","030716-0593",2016-03-07 14:34:00,"EMS","McPherson Recreation Center 15th","SQ1","1717 Se 15th St
(29.628684, -82.312898)"
"14983","030716-0583",2016-03-07 14:24:00,"EMS","","E5","2804 Ne 16th Dr
(29.678037, -82.304147)"
"14984","030716-0567",2016-03-07 14:16:00,"SVC","","E3","1309 Nw 28th St
(29.664278, -82.364648)"
"14985","030716-0556",2016-03-07 14:07:00,"EMS","Chevron 1425 SEHR","SQ1","1425 Se Hawthorne Rd
(29.651566, -82.306925)"
"14986","030716-0515",2016-03-07 13:23:00,"EMS","","SQ1","130 8TH ST NW
(29.653113, -82.332901)"
"14987","030716-0473",2016-03-07 12:46:00,"EMS","Sports Medicine Institute -HCF","E2","3450 Hull Rd
(29.638334, -82.373775)"
"14988","030716-0451",2016-03-07 12:15:00,"EMS","Nationwide Insurance (swwr)","E2","3300 Sw Williston Rd
(29.604572, -82.369785)"
"14989","030716-0361",2016-03-07 11:00:00,"EMS","","SQ1","2229 Se 12th Ter
(29.631092, -82.309276)"
"14990","030716-0352",2016-03-07 10:53:00,"EMS","Florida Cancer Specialist -HCF","SQ2","1147 Nw 64th Ter
(29.664606, -82.410174)"
"14991","030716-0329",2016-03-07 10:22:00,"EMS","Care Spot Express (sw 2nd) -HCF","TW1","720 Sw 2nd Av
(29.650429, -82.332614)"
"14992","030716-0295",2016-03-07 09:44:00,"EMS","Brame Architects","TW1","606 Ne 1st St
(29.656998, -82.324215)"
"14993","030716-0248",2016-03-07 08:49:00,"EMS","Davis Cancer Center","E2","2000 Sw Archer Rd
(29.636934, -82.350372)"
"14994","030716-0228",2016-03-07 08:21:00,"EMS","Hunters Crossing Apartments","E7","4830 Nw 43rd St
(29.699235, -82.390421)"
"14995","030716-0216",2016-03-07 08:14:00,"EMS","","E4","Sw 34th St / Radio Rd
(29.642229, -82.372471)"
"14996","030716-0193",2016-03-07 07:58:00,"EMS","","E5","2005 Nw 18th Ln
(29.667905, -82.349644)"
"14997","030716-0166",2016-03-07 07:26:00,"HAZ","Gainesville Place Apartments","TW2","2800 Sw 35th Pl
(29.62, -82.364459)"
"14998","030716-0160",2016-03-07 07:20:00,"EMS","Sundowne Villas","E2","3600 Windmeadows Blvd
(29.628644, -82.375745)"
"14999","030716-0114",2016-03-07 05:17:00,"EMS","Sweetwater At Duck Pond Assisted Living","SQ1","207 Ne 7th St
(29.653477, -82.317318)"
"15000","030716-0104",2016-03-07 04:50:00,"EMS","Bailey Manor Apartments","SQ1","1307 Nw 6th St
(29.66405, -82.330288)"
"15001","030716-0096",2016-03-07 04:16:00,"EMS","","E4","2305 Nw 7th Rd
(29.658153, -82.356699)"
"15002","030716-0072",2016-03-07 02:40:00,"EMS","Paramount Grill","SQ1","200 1ST AV SW
(29.651047, -82.326583)"
"15003","030716-0039",2016-03-07 01:28:00,"EMS","Days Inn SW 13th St","E2","1901 Sw 13th St
(29.634132, -82.338909)"
"15004","030716-0036",2016-03-07 01:25:00,"EMS","","E4","3830 Sw 3rd Av
(29.649806, -82.381853)"
"15005","030716-0018",2016-03-07 00:34:00,"EMS","Gainesville Healthcare - HCF","E2","1311 Sw 16th St
(29.637876, -82.342182)"
"15006","030616-0786",2016-03-06 23:50:00,"EMS","","E2","Sw 16th St / Sw Archer Rd
(29.639202, -82.343321)"
"15007","030616-0722",2016-03-06 22:29:00,"EMS","","E3","911 Ne 26th Ter
(29.660645, -82.289895)"
"15008","030616-0700",2016-03-06 21:29:00,"ALM","","E4","4520 Nw 19th Av
(29.670129, -82.391726)"
"15009","030616-0690",2016-03-06 21:10:00,"EMS","","SQ1","3409 Sw 1st Way
(29.620867, -82.329694)"
"15010","030616-0669",2016-03-06 20:39:00,"EMS","PALM GARDENS - HCF","SQ2","227 Sw 62nd Blvd
(29.650557, -82.406858)"
"15011","030616-0609",2016-03-06 19:05:00,"EMS","SWAR NB Off Ramp","E2","384 N I-75 Off Ramp
(29.612, -82.381986)"
"15012","030616-0565",2016-03-06 18:16:00,"EMS","Carespot (Archer Rd)","E2","3581 Sw Archer Rd
(29.622855, -82.37628)"
"15013","030616-0545",2016-03-06 17:53:00,"EMS","","E1","Nw 12th St / Nw 8th Av
(29.659396, -82.337143)"
"15014","030616-0535",2016-03-06 17:47:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"15015","030616-0531",2016-03-06 17:40:00,"EMS","Sundowne Apt (84)","SQ2","3600 Windmeadows Blvd
(29.628644, -82.375745)"
"15016","030616-0528",2016-03-06 17:37:00,"EMS","Oak Ridge Apartments","E5","1120 Nw 45th Av
(29.69621, -82.337395)"
"15017","030616-0463",2016-03-06 16:15:00,"EMS","","SQ1","1101 Ne 25th Ter
(29.662343, -82.291067)"
"15018","030616-0454",2016-03-06 16:08:00,"EMS","","E3","1623 Se 14th Av
(29.637892, -82.303686)"
"15019","030616-0428",2016-03-06 15:29:00,"EMS","","E2","3000 Sw 40th Blvd
(29.62587, -82.391416)"
"15020","030616-0380",2016-03-06 14:13:00,"EMS","","SQ1","1515 Nw 9th Av
(29.660109, -82.341497)"
"15021","030616-0378",2016-03-06 14:10:00,"EMS","","E1","219 Se 14th Ln
(29.635448, -82.318272)"
"15022","030616-0366",2016-03-06 13:55:00,"EMS","Oak Hammock 2680 SW 53rd Ln - SNF - HCF","TW2","2680 Sw 53rd Ln
(29.60488, -82.36085)"
"15023","030616-0364",2016-03-06 13:53:00,"EMS","","E3","219 Se 26th Ter
(29.649303, -82.289529)"
"15024","030616-0359",2016-03-06 13:48:00,"FIRE","","E5","2458 Nw 15th Pl
(29.666367, -82.36008)"
"15025","030616-0357",2016-03-06 13:47:00,"EMS","Pressly Softball Stadium","E2","2880 Hull Rd
(29.63766, -82.36509)"
"15026","030616-0336",2016-03-06 13:12:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"15027","030616-0335",2016-03-06 13:11:00,"EMS","Target","SQ2","3970 Sw Archer Rd
(29.621083, -82.38409)"
"15028","030616-0317",2016-03-06 12:36:00,"EMS","Parkland Rehab -HCF","E2","1000 Sw 16th Av
(29.637132, -82.33607)"
"15029","030616-0307",2016-03-06 12:20:00,"EMS","","Q8","2360 Nw 45th Ln
(29.696694, -82.356124)"
"15030","030616-0279",2016-03-06 11:30:00,"EMS","Campus Walk Condo (56)","SQ1","914 Sw 8th Av
(29.645049, -82.334125)"
"15031","030616-0256",2016-03-06 10:55:00,"ALM","First United Methodist Church","TW1","419 Ne 1st St
(29.655262, -82.323563)"
"15032","030616-0240",2016-03-06 10:25:00,"EMS","Tacachale -HCF","SQ1","1621 Ne Waldo Rd
(29.672632, -82.29589)"
"15033","030616-0228",2016-03-06 10:08:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15034","030616-0192",2016-03-06 09:25:00,"EMS","High Rise","SQ1","400 Nw 1st Av
(29.65291, -82.328767)"
"15035","030616-0186",2016-03-06 09:12:00,"EMS","Santa Fe Work Release Center","E5","2901 Ne 39th Av
(29.679994, -82.281396)"
"15036","030616-0183",2016-03-06 09:08:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15037","030616-0168",2016-03-06 08:36:00,"EMS","","E5","4200 Nw 13th St
(29.692212, -82.339013)"
"15038","030616-0159",2016-03-06 08:08:00,"EMS","Woodland Park Apartments","SQ1","1900 Se 4th St
(29.632092, -82.318584)"
"15039","030616-0151",2016-03-06 07:48:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15040","030616-0138",2016-03-06 06:29:00,"EMS","Summer Place Apartments","E2","3316 Sw 41st Pl
(29.615729, -82.371389)"
"15041","030616-0134",2016-03-06 06:14:00,"EMS","","E3","100 Se 25th Ter
(29.650897, -82.292064)"
"15042","030616-0131",2016-03-06 06:06:00,"EMS","Bartram Apartments","E2","2337 Sw Archer Rd
(29.63329, -82.357597)"
"15043","030616-0128",2016-03-06 06:01:00,"EMS","","E1","Nw 3rd Av / Nw 13th St
(29.653917, -82.339223)"
"15044","030616-0116",2016-03-06 04:31:00,"EMS","Gaineswood Condos","E5","1717 Nw 23rd Av
(29.673018, -82.345828)"
"15045","030616-0074",2016-03-06 02:16:00,"EMS","","E5","4149 Nw 19th Ter
(29.692031, -82.347924)"
"15046","030616-0012",2016-03-06 00:17:00,"EMS","Econo Lodge (13th St)","E2","2649 Sw 13th St
(29.627672, -82.338649)"
"15047","030516-0852",2016-03-05 22:24:00,"EMS","Meridian Transitions","E2","3807 Sw 34th St
(29.618288, -82.371971)"
"15048","030516-0850",2016-03-05 22:23:00,"EMS","Winn Dixie (SW 34th)","SQ2","2002 Sw 34th St
(29.634243, -82.372488)"
"15049","030516-0817",2016-03-05 21:36:00,"EMS","","SQ1","624 Nw 19th Av
(29.669583, -82.33168)"
"15050","030516-0814",2016-03-05 21:31:00,"EMS","Gaineswood Condos","E5","1717 Nw 23rd Av
(29.673018, -82.345828)"
"15051","030516-0790",2016-03-05 21:03:00,"EMS","","SQ1","624 Nw 19th Av
(29.669583, -82.33168)"
"15052","030516-0774",2016-03-05 20:44:00,"SVC","","E1","Ne 16th Av / Ne 16th Ter
(29.666511, -82.304049)"
"15053","030516-0772",2016-03-05 20:43:00,"EMS","","SQ1","1916 Ne 3rd Av
(29.653942, -82.300152)"
"15054","030516-0768",2016-03-05 20:37:00,"FIRE","Oak Park High Rise","TW1","100 Ne 8th Av
(29.659622, -82.324003)"
"15055","030516-0764",2016-03-05 20:34:00,"FIRE","Dignity Campgrounds","E3","3035 Ne 28th Dr
(29.677242, -82.290818)"
"15056","030516-0756",2016-03-05 20:24:00,"EMS","Shands Hospital -MCF","E2","1600 Sw Archer Rd
(29.6398, -82.34271)"
"15057","030516-0750",2016-03-05 20:10:00,"FIRE","Gainesville Dodge","E5","3000 N Main St
(29.680525, -82.32019)"
"15058","030516-0743",2016-03-05 20:03:00,"EMS","","SQ1","110 Nw 4th Av
(29.654804, -82.326217)"
"15059","030516-0736",2016-03-05 19:47:00,"EMS","Lamplighter MHP (56)","E3","2401 56TH TER NE
(29.674409, -82.258951)"
"15060","030516-0729",2016-03-05 19:37:00,"EMS","","SQ1","224 Nw 4th Pl
(29.655386, -82.327463)"
"15061","030516-0721",2016-03-05 19:21:00,"EMS","","E1","Ne 16th Av / Ne 16th Ter
(29.666511, -82.304049)"
"15062","030516-0708",2016-03-05 19:05:00,"EMS","Dignity Campgrounds","E3","3035 28TH DR NE
(29.677242, -82.290818)"
"15063","030516-0670",2016-03-05 18:11:00,"EMS","Turkey Creek Forest Mobile Home Park","Q8","8620 Nw 13th St
(29.734273, -82.38453)"
"15064","030516-0669",2016-03-05 18:08:00,"EMS","","E5","2026 Nw 18th Ln
(29.6688, -82.349891)"
"15065","030516-0665",2016-03-05 18:02:00,"EMS","Turkey Creek Forest Mobile Home Park","E7","8620 Nw 13th St
(29.734273, -82.38453)"
"15066","030516-0661",2016-03-05 17:55:00,"EMS","","E1","Ne 8th Av / Ne 2nd St
(29.659231, -82.323109)"
"15067","030516-0622",2016-03-05 16:52:00,"EMS","Dignity Campgrounds","TW1","3035 Ne 28th Dr
(29.677242, -82.290818)"
"15068","030516-0582",2016-03-05 15:57:00,"EMS","Park Meadows -HCF","SQ2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"15069","030516-0572",2016-03-05 15:51:00,"EMS","Park Meadows -HCF","TW2","3250 Sw 41st Pl
(29.616024, -82.37026)"
"15070","030516-0574",2016-03-05 15:51:00,"EMS","","E2","3521 Sw 31st Dr
(29.619061, -82.368624)"
"15071","030516-0566",2016-03-05 15:44:00,"EMS","Grace Marketplace","E3","3055 Ne 28th Dr
(29.677655, -82.290554)"
"15072","030516-0536",2016-03-05 15:11:00,"EMS","","E4","1801 Nw 36th Dr
(29.669352, -82.377708)"
"15073","030516-0506",2016-03-05 14:32:00,"EMS","Sams Club Warehouse 13TH","E5","2801 Nw 13th St
(29.678066, -82.335165)"
"15074","030516-0486",2016-03-05 14:03:00,"EMS","","SQ2","4143 Sw 17th Pl
(29.635961, -82.386091)"
"15075","030516-0481",2016-03-05 13:56:00,"EMS","Kohls Dept Store","E2","3501 Sw Archer Rd
(29.624588, -82.375128)"
"15076","030516-0463",2016-03-05 13:31:00,"EMS","Hickory Place Apartments","E2","2323 Sw 35th Pl
(29.619453, -82.357126)"
"15077","030516-0458",2016-03-05 13:24:00,"EMS","Food Max","E3","1304 E University Av
(29.652326, -82.308444)"
"15078","030516-0450",2016-03-05 13:13:00,"EMS","Aaron Rents","SQ1","1121 N Main St
(29.662732, -82.324162)"
"15079","030516-0449",2016-03-05 13:10:00,"EMS","Turkey Creek Forest Mobile Home Park","Q8","8620 Nw 13th St
(29.734273, -82.38453)"
"15080","030516-0429",2016-03-05 12:47:00,"EMS","Atrium at Gville","E7","2431 Nw 41st St
(29.675146, -82.38446)"
"15081","030516-0380",2016-03-05 12:04:00,"EMS","","E5","1516 Nw 29th Rd
(29.679634, -82.342403)"
"15082","030516-0351",2016-03-05 11:40:00,"EMS","","SQ2","3330 Sw 32nd Ter
(29.622269, -82.371027)"
"15083","030516-0341",2016-03-05 11:29:00,"EMS","","E4","34TH / NW 10TH AV NW
ST
(29.661755, -82.372398)"
"15084","030516-0336",2016-03-05 11:26:00,"EMS","","Q8","5631 Nw 28th Ter
(29.706663, -82.364344)"
"15085","030516-0311",2016-03-05 10:48:00,"EMS","","E3","1221 Se 18th Ter
(29.639585, -82.300854)"
"15086","030516-0300",2016-03-05 10:37:00,"EMS","","E2","3504 Sw 30th Ter
(29.61876, -82.367946)"
"15087","030516-0279",2016-03-05 10:10:00,"EMS","VA Honor Center","E3","1604 Se 3rd Av
(29.64947, -82.304048)"
"15088","030516-0251",2016-03-05 09:27:00,"ALM","","E3","2510 Ne 5th Pl
(29.656495, -82.29174)"
"15089","030516-0222",2016-03-05 08:53:00,"EMS","","E3","2546 Ne 11th Pl
(29.663323, -82.290367)"
